Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR8438121	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438121_1	(1.0, 2.715189805413188)	(2.0, 0.6403850906316818)	(3.0, 0.2933307546014247)	(4.0, 0.1762133470865702)	(5.0, 0.16654310242938036)	(6.0, 0.09670244657189828)	(7.0, 0.18051123360087676)	(8.0, 0.1289365954291977)	(9.0, 0.12571318054346775)	('>10', 2.0672834133814697)	('>50', 1.7685803006371619)	('>100', 1.9243786867807755)	('>500', 2.1005920338673456)	('>1k', 7.581471811236824)	('>5k', 6.106222265201088)	('>10k+', 73.92794593258765)
SRR8438121_2	(1.0, 5.115559423653418)	(2.0, 0.7843642888609526)	(3.0, 0.31589465880153433)	(4.0, 0.21059643920102292)	(5.0, 0.12356423728631445)	(6.0, 0.12248976565773781)	(7.0, 0.11281952100054798)	(8.0, 0.11174504937197134)	(9.0, 0.13538342520065758)	('>10', 2.40036961824023)	('>50', 1.7997399778658842)	('>100', 4.600887513565204)	('>500', 1.2968872556920135)	('>1k', 8.803146052928472)	('>5k', 0.0)	('>10k+', 74.06655277267403)
SRR8438122	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438122_1	(1.0, 5.230723723131532)	(2.0, 1.7649378820745416)	(3.0, 1.1831985801617038)	(4.0, 0.9268388877933347)	(5.0, 0.7394991126010649)	(6.0, 0.6803391835929796)	(7.0, 0.6556892131729442)	(8.0, 1.143758627489647)	(9.0, 0.843028988365214)	('>10', 11.255176493788207)	('>50', 2.879116545060146)	('>100', 8.908499309800828)	('>500', 2.9579964504042597)	('>1k', 20.434825478209426)	('>5k', 40.396371524354166)	('>10k+', 0.0)
SRR8438122_2	(1.0, 10.26424768290278)	(2.0, 1.7747978702425555)	(3.0, 1.3754683494379807)	(4.0, 0.9071189114573063)	(5.0, 1.0106487872214553)	(6.0, 0.7394991126010649)	(7.0, 0.7592190889370932)	(8.0, 1.1043186748175902)	(9.0, 0.7986590416091501)	('>10', 14.02090317491619)	('>50', 1.740287911654506)	('>100', 7.483731019522777)	('>500', 0.0)	('>1k', 18.531847761782686)	('>5k', 39.48925261289686)	('>10k+', 0.0)
SRR8438123	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438123_1	(1.0, 5.003475889963255)	(2.0, 1.1556205592120112)	(3.0, 0.5877413937867338)	(4.0, 0.42252376696189164)	(5.0, 0.334046567897222)	(6.0, 0.20042794073833317)	(7.0, 0.202233597862102)	(8.0, 0.2600146258227025)	(9.0, 0.1950109693670269)	('>10', 4.822910177586378)	('>50', 3.895705244531116)	('>100', 6.540090102290476)	('>500', 2.4909040022390148)	('>1k', 7.4528497783555885)	('>5k', 6.514810902557714)	('>10k+', 59.92163448082843)
SRR8438123_2	(1.0, 14.34414019121909)	(2.0, 1.9934454646407191)	(3.0, 1.1673573305165081)	(4.0, 0.7981004487057953)	(5.0, 0.7358052779357728)	(6.0, 0.5579480512445492)	(7.0, 0.4866245948556829)	(8.0, 0.38279931023897873)	(9.0, 0.44690013813276996)	('>10', 6.147359677870769)	('>50', 4.455458952899434)	('>100', 6.719752986105468)	('>500', 2.4033296317362294)	('>1k', 10.610944087827162)	('>5k', 4.900553433908436)	('>10k+', 43.849480422162635)
SRR8438124	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438124_1	(1.0, 4.947241858247476)	(2.0, 1.1111341445718195)	(3.0, 0.5721511639959369)	(4.0, 0.4394784303157196)	(5.0, 0.36795953481622756)	(6.0, 0.24254234125914717)	(7.0, 0.2757105246792015)	(8.0, 0.21559319223035303)	(9.0, 0.16791392856402496)	('>10', 5.64273720433674)	('>50', 3.808122058914986)	('>100', 5.634445158481726)	('>500', 1.163995936897531)	('>1k', 7.653558324177532)	('>5k', 8.1220589149858)	('>10k+', 59.63535728352578)
SRR8438124_2	(1.0, 13.18124339227596)	(2.0, 1.948630775928191)	(3.0, 0.9888264682103692)	(4.0, 0.6923858288936338)	(5.0, 0.6011733244884844)	(6.0, 0.4602085449532536)	(7.0, 0.36277700615684405)	(8.0, 0.47264661373577393)	(9.0, 0.3824706150625013)	('>10', 6.322684964447853)	('>50', 3.982255021870271)	('>100', 6.30506436700595)	('>500', 4.039262837123489)	('>1k', 8.733597296793052)	('>5k', 6.450175169468688)	('>10k+', 45.07659777358569)
SRR8438125	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438125_1	(1.0, 2.4303774075812212)	(2.0, 0.6964082936781009)	(3.0, 0.3676568924725169)	(4.0, 0.24315932041833127)	(5.0, 0.22127498158068148)	(6.0, 0.13276498894840888)	(7.0, 0.12425441273376729)	(8.0, 0.12060702292749233)	(9.0, 0.11379856195577905)	('>10', 2.326548377762594)	('>50', 1.7346985918643754)	('>100', 6.499405475461577)	('>500', 3.3830756249802434)	('>1k', 3.8382698728033593)	('>5k', 2.9663005497832233)	('>10k+', 74.80139962504833)
SRR8438125_2	(1.0, 8.24018305033641)	(2.0, 1.2016933615073933)	(3.0, 0.703216754649814)	(4.0, 0.5300873185119622)	(5.0, 0.39513389567978835)	(6.0, 0.34285464178984715)	(7.0, 0.3165934351846673)	(8.0, 0.2801195371219176)	(9.0, 0.24948146274920793)	('>10', 3.8920080826158108)	('>50', 2.342596892910204)	('>100', 7.638363732301041)	('>500', 1.8786489095520276)	('>1k', 10.623144390436059)	('>5k', 1.235978825686378)	('>10k+', 60.129895708967474)
SRR8438126	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438126_1	(1.0, 3.180897105546244)	(2.0, 0.7805268556275486)	(3.0, 0.37525329597478296)	(4.0, 0.32021614589848146)	(5.0, 0.3002026367798264)	(6.0, 0.21014184574587846)	(7.0, 0.14009456383058566)	(8.0, 0.2401621094238611)	(9.0, 0.16886398318865234)	('>10', 6.186676006304256)	('>50', 3.684987366472369)	('>100', 4.503039551697396)	('>500', 1.5197758486978712)	('>1k', 5.438671102994521)	('>5k', 7.189853150876842)	('>10k+', 65.76063843094089)
SRR8438126_2	(1.0, 10.164360943636956)	(2.0, 1.3934405723863608)	(3.0, 0.7767743226678008)	(4.0, 0.5653816326020064)	(5.0, 0.4440497335701598)	(6.0, 0.39776849373326995)	(7.0, 0.2451654867035249)	(8.0, 0.3502364095764641)	(9.0, 0.2814399719810872)	('>10', 6.564430990918871)	('>50', 3.576163910639682)	('>100', 6.912165711855503)	('>500', 2.8031421209316285)	('>1k', 10.271933555149726)	('>5k', 0.0)	('>10k+', 55.25354614364696)
SRR8438127	(1.0, 87.5)	(2.0, 12.5)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438127_1	(1.0, 3.0396409177064316)	(2.0, 0.8046792329964999)	(3.0, 0.5128085863460353)	(4.0, 0.37675732874402595)	(5.0, 0.40699094154447246)	(6.0, 0.3348954033280231)	(7.0, 0.3581520285591358)	(8.0, 0.3069874530506878)	(9.0, 0.2511715524960173)	('>10', 5.810667813993511)	('>50', 1.9523936881519124)	('>100', 2.4442713117899464)	('>500', 4.2454969359396255)	('>1k', 12.359733479074851)	('>5k', 8.31308068886124)	('>10k+', 58.48227263741759)
SRR8438127_2	(1.0, 8.842168912869054)	(2.0, 1.295394025372978)	(3.0, 0.7953765829040548)	(4.0, 0.5721129806853728)	(5.0, 0.5407165366233706)	(6.0, 0.3697803411746921)	(7.0, 0.29303347791202017)	(8.0, 0.4837378048071444)	(9.0, 0.38722281009802667)	('>10', 6.310685256462436)	('>50', 2.591950882007512)	('>100', 4.754817028500994)	('>500', 4.700163959207879)	('>1k', 11.021314697024314)	('>5k', 15.890089189157761)	('>10k+', 41.15143551519239)
SRR8438128_1	(1.0, 26.18384401114206)	(2.0, 11.142061281337048)	(3.0, 7.520891364902507)	(4.0, 8.913649025069638)	(5.0, 2.785515320334262)	(6.0, 5.013927576601671)	(7.0, 1.9498607242339834)	(8.0, 4.456824512534819)	(9.0, 2.5069637883008355)	('>10', 29.526462395543174)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438128_2	(1.0, 33.98328690807799)	(2.0, 10.027855153203342)	(3.0, 12.534818941504177)	(4.0, 7.7994428969359335)	(5.0, 2.785515320334262)	(6.0, 3.3426183844011144)	(7.0, 9.749303621169917)	(8.0, 0.0)	(9.0, 5.013927576601671)	('>10', 14.763231197771587)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438129	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438129_1	(1.0, 8.862700429334968)	(2.0, 2.7775343906072023)	(3.0, 1.603434679751161)	(4.0, 1.0514325768860073)	(5.0, 0.9638131954788399)	(6.0, 0.736002803820205)	(7.0, 1.012003855252782)	(8.0, 0.5257162884430037)	(9.0, 0.7097169893980548)	('>10', 8.450889336721284)	('>50', 3.0885831946026463)	('>100', 16.459300797336372)	('>500', 24.257425742574256)	('>1k', 29.501445719793217)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438129_2	(1.0, 25.466573205993164)	(2.0, 3.3470603697537897)	(3.0, 2.037150617716639)	(4.0, 1.3318145973889424)	(5.0, 1.0952422675895908)	(6.0, 0.6571453605537545)	(7.0, 0.5826688863576623)	(8.0, 0.6659072986944712)	(9.0, 0.6702882677648295)	('>10', 7.425742574257425)	('>50', 5.756593358450889)	('>100', 19.582931744501884)	('>500', 10.461754140015772)	('>1k', 20.919127310961187)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438130	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438130_1	(1.0, 6.438433068574042)	(2.0, 1.792323366740134)	(3.0, 1.0822555828169833)	(4.0, 0.7194244604316548)	(5.0, 0.48342828627271595)	(6.0, 0.4615960410862062)	(7.0, 0.34203850792198615)	(8.0, 0.3160477398428078)	(9.0, 0.23391691271260448)	('>10', 6.958248430157608)	('>50', 6.110949390776396)	('>100', 11.44009647773111)	('>500', 5.309394103214538)	('>1k', 12.527550214163929)	('>5k', 0.0)	('>10k+', 45.78429741755728)
SRR8438130_2	(1.0, 13.75847299039381)	(2.0, 2.220651224684992)	(3.0, 1.2226057304445461)	(4.0, 0.7818023038216826)	(5.0, 0.6133821266686073)	(6.0, 0.5114983157982285)	(7.0, 0.5458061296627438)	(8.0, 0.37426706034016716)	(9.0, 0.23391691271260448)	('>10', 8.323283569676052)	('>50', 6.242982492618622)	('>100', 12.662702208175656)	('>500', 5.4591009273506055)	('>1k', 7.384497026656131)	('>5k', 0.0)	('>10k+', 39.66503098099555)
SRR8438131	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438131_1	(1.0, 4.656894260854657)	(2.0, 1.0715357250010715)	(3.0, 0.46933264755046933)	(4.0, 0.5143371480005143)	(5.0, 0.3000300030003)	(6.0, 0.20573485920020573)	(7.0, 0.21002100210021002)	(8.0, 0.12001200120012002)	(9.0, 0.11572585830011572)	('>10', 4.731901761604732)	('>50', 5.402683125455403)	('>100', 8.216535939308217)	('>500', 1.302987441601303)	('>1k', 2.3016587373023016)	('>5k', 0.0)	('>10k+', 70.38060948952038)
SRR8438131_2	(1.0, 12.53053876816253)	(2.0, 1.5815867301015818)	(3.0, 0.7972225794007972)	(4.0, 0.5657708628005658)	(5.0, 0.39646821825039646)	(6.0, 0.29574386010029574)	(7.0, 0.31503150315031503)	(8.0, 0.32574686040032574)	(9.0, 0.1735887874501736)	('>10', 7.498607003557499)	('>50', 4.15970168445416)	('>100', 8.634434872058634)	('>500', 1.3544211564013544)	('>1k', 3.825382538253826)	('>5k', 0.0)	('>10k+', 57.54575457545754)
SRR8438132	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438132_1	(1.0, 3.6717375756287094)	(2.0, 0.8311909226219241)	(3.0, 0.4378249859857344)	(4.0, 0.30154833471865156)	(5.0, 0.16430518237875244)	(6.0, 0.20296522529140007)	(7.0, 0.14207565770398006)	(8.0, 0.13144414590300194)	(9.0, 0.13917615448553147)	('>10', 2.5815243654920454)	('>50', 2.6356484255697525)	('>100', 9.101540602710068)	('>500', 1.713606402103106)	('>1k', 4.1172945701969725)	('>5k', 0.0)	('>10k+', 73.82811744921037)
SRR8438132_2	(1.0, 9.86507645023486)	(2.0, 1.26611640538921)	(3.0, 0.6465892177140317)	(4.0, 0.5025805578644192)	(5.0, 0.318945354029343)	(6.0, 0.2551562832234744)	(7.0, 0.22326174782054006)	(8.0, 0.15464017165059055)	(9.0, 0.20006572207295148)	('>10', 4.2439062107358945)	('>50', 3.366323236618793)	('>100', 6.965573231786287)	('>500', 2.6617439545357895)	('>1k', 7.3212456265826455)	('>5k', 0.0)	('>10k+', 62.00877582974117)
SRR8438133	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438133_1	(1.0, 4.813146766596761)	(2.0, 1.2101626156014713)	(3.0, 0.8044831024168873)	(4.0, 0.63258500360986)	(5.0, 0.48131467665967614)	(6.0, 0.5775776119916113)	(7.0, 0.43318320899370855)	(8.0, 0.44005913294598964)	(9.0, 0.4022415512084436)	('>10', 6.89311376216179)	('>50', 2.7331797710317325)	('>100', 9.1071612747963)	('>500', 8.667102141850311)	('>1k', 13.923746003369203)	('>5k', 48.880943376766254)	('>10k+', 0.0)
SRR8438133_2	(1.0, 14.29848385876852)	(2.0, 2.131536425207137)	(3.0, 1.124213566197958)	(4.0, 0.8251108742737305)	(5.0, 0.670402585347406)	(6.0, 0.5982053838484547)	(7.0, 0.4091174751607247)	(8.0, 0.5225702203733626)	(9.0, 0.27847492006738406)	('>10', 8.388627221782926)	('>50', 2.5681575961769862)	('>100', 12.490115859318596)	('>500', 6.0404991920789355)	('>1k', 8.887131708323306)	('>5k', 40.76735311307457)	('>10k+', 0.0)
SRR8438134	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438134_1	(1.0, 13.80169742691634)	(2.0, 3.5969284655799543)	(3.0, 2.1419911087161525)	(4.0, 1.6704836319547354)	(5.0, 1.5155597467331268)	(6.0, 1.0507880910683012)	(7.0, 1.178768691903543)	(8.0, 0.808298531591001)	(9.0, 0.6668462885625758)	('>10', 7.187121110063317)	('>50', 1.6300687053751852)	('>100', 37.505051865822445)	('>500', 7.8068166509497505)	('>1k', 19.439579684763572)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438134_2	(1.0, 27.994072477435)	(2.0, 3.637343392159504)	(3.0, 1.8590866226593024)	(4.0, 1.5357672100229016)	(5.0, 0.808298531591001)	(6.0, 0.808298531591001)	(7.0, 0.47150747676141724)	(8.0, 0.3233194126364004)	(9.0, 0.36373433921595044)	('>10', 5.206789707665364)	('>50', 3.1523642732049035)	('>100', 26.66037990030985)	('>500', 16.13902734743365)	('>1k', 11.040010777313755)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438135	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438135_1	(1.0, 15.344476872733706)	(2.0, 3.962147342354294)	(3.0, 2.5205624834173523)	(4.0, 2.22870788007429)	(5.0, 1.3708322278234721)	(6.0, 1.7511276200583707)	(7.0, 0.8667197311400019)	(8.0, 1.202794728928982)	(9.0, 0.15919342000530645)	('>10', 8.55222428584063)	('>50', 1.9103210400636772)	('>100', 31.007340585478023)	('>500', 29.123551782081897)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438135_2	(1.0, 29.397718227646592)	(2.0, 3.5022552401167415)	(3.0, 2.0429822234014328)	(4.0, 1.202794728928982)	(5.0, 1.0170690722561244)	(6.0, 0.5837092066861237)	(7.0, 0.6809940744671442)	(8.0, 0.42451578668081713)	(9.0, 0.39798355001326613)	('>10', 6.288140090209604)	('>50', 3.201556557884496)	('>100', 44.19386220925091)	('>500', 7.06641903245777)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438136	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438136_1	(1.0, 12.526780931976432)	(2.0, 3.6689876807712904)	(3.0, 2.41028387787895)	(4.0, 1.6068559185859668)	(5.0, 1.8077129084092127)	(6.0, 1.2854847348687735)	(7.0, 0.89046598821639)	(8.0, 1.0176754151044456)	(9.0, 0.8435993572576326)	('>10', 9.527316550615962)	('>50', 4.1912158543117295)	('>100', 25.020085698982324)	('>500', 12.560257096946975)	('>1k', 22.643277986073915)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438136_2	(1.0, 28.6756829137654)	(2.0, 3.535083020889127)	(3.0, 1.9081414033208355)	(4.0, 1.553294054633101)	(5.0, 1.104713444027852)	(6.0, 0.9239421531869308)	(7.0, 0.6561328334226031)	(8.0, 0.5356186395286556)	(9.0, 0.6628280664167113)	('>10', 8.322174611676486)	('>50', 5.168719871451526)	('>100', 14.970540974825925)	('>500', 10.986877343331548)	('>1k', 20.9962506695233)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438137	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438137_1	(1.0, 9.242347370201252)	(2.0, 2.6889903602232366)	(3.0, 1.750380517503805)	(4.0, 1.2345679012345678)	(5.0, 0.8667343142228987)	(6.0, 0.7102993404363267)	(7.0, 0.6511077287332995)	(8.0, 0.60882800608828)	(9.0, 0.532724505327245)	('>10', 7.821748689328597)	('>50', 2.0209707424319294)	('>100', 18.628445797395567)	('>500', 21.71486555048199)	('>1k', 31.527989176391003)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438137_2	(1.0, 22.590055809233892)	(2.0, 3.1794351429054624)	(3.0, 1.9913749365804159)	(4.0, 1.3867749027566378)	(5.0, 1.141552511415525)	(6.0, 0.5834601725012684)	(7.0, 0.532724505327245)	(8.0, 0.6426517842042956)	(9.0, 0.532724505327245)	('>10', 7.00152207001522)	('>50', 5.323017081007948)	('>100', 25.583460172501272)	('>500', 3.1244715034669372)	('>1k', 26.38677490275664)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438138	(1.0, 93.10344827586206)	(2.0, 6.896551724137931)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438138_1	(1.0, 5.058893548699636)	(2.0, 1.1321956013232017)	(3.0, 0.6062367645226924)	(4.0, 0.3321845285055849)	(5.0, 0.24913839637918864)	(6.0, 0.28235684922974713)	(7.0, 0.2422178853686556)	(8.0, 0.15501944663593958)	(9.0, 0.21176763692231032)	('>10', 3.463023709670722)	('>50', 3.547453943999225)	('>100', 8.224335284917439)	('>500', 2.99519716535869)	('>1k', 5.887970767761491)	('>5k', 0.0)	('>10k+', 67.61200847070548)
SRR8438138_2	(1.0, 13.984968650085122)	(2.0, 1.7495051834627469)	(3.0, 1.0048581987293943)	(4.0, 0.6034685601184792)	(5.0, 0.4359921936635801)	(6.0, 0.45675372669517916)	(7.0, 0.33910503951611787)	(8.0, 0.3321845285055849)	(9.0, 0.1993107171033509)	('>10', 5.608382122935958)	('>50', 4.0346579191407494)	('>100', 5.572395465681186)	('>500', 7.829866157317056)	('>1k', 4.0097440795028305)	('>5k', 0.0)	('>10k+', 53.83880745754267)
SRR8438139	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438139_1	(1.0, 8.155718415921468)	(2.0, 4.2829287971491965)	(3.0, 2.8138237073892287)	(4.0, 1.8826060646809657)	(5.0, 1.8153701337995025)	(6.0, 1.6540038996839912)	(7.0, 1.6002151549788208)	(8.0, 0.9950917770456532)	(9.0, 1.1799905869696765)	('>10', 15.225576548107309)	('>50', 7.285013111006522)	('>100', 7.668257917030862)	('>500', 3.8593424325959793)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 41.582061453640826)
SRR8438139_2	(1.0, 12.768103274389834)	(2.0, 4.888052175082365)	(3.0, 3.52988637127681)	(4.0, 2.595306932024474)	(5.0, 2.42049351173267)	(6.0, 1.9767363679150138)	(7.0, 2.094399246957574)	(8.0, 1.5329792240973577)	(9.0, 1.30101526255631)	('>10', 16.062663887581525)	('>50', 5.214146439857459)	('>100', 6.330262892489746)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 39.28595441403886)
SRR8438140	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438140_1	(1.0, 6.66295126633228)	(2.0, 1.195120440894173)	(3.0, 0.5201560468140443)	(4.0, 0.26007802340702213)	(5.0, 0.24769335562573533)	(6.0, 0.1857700167193015)	(7.0, 0.1950585175552666)	(8.0, 0.12384667781286766)	(9.0, 0.3065205275868475)	('>10', 4.182921543129606)	('>50', 1.1672549383862778)	('>100', 0.774041736330423)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 84.17858690940615)
SRR8438140_2	(1.0, 9.619790699114496)	(2.0, 1.548083472660846)	(3.0, 0.7245030652052759)	(4.0, 0.4582327079076104)	(5.0, 0.4179825376184284)	(6.0, 0.31580902842281255)	(7.0, 0.3467706978760295)	(8.0, 0.17338534893801474)	(9.0, 0.250789522571057)	('>10', 5.631927673540157)	('>50', 1.0619852622453403)	('>100', 0.0)	('>500', 0.0)	('>1k', 3.724688835221995)	('>5k', 0.0)	('>10k+', 75.72605114867794)
SRR8438141	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438141_1	(1.0, 2.427583538855844)	(2.0, 0.5948063252575077)	(3.0, 0.25388074858552157)	(4.0, 0.1902090687815336)	(5.0, 0.11686574141238293)	(6.0, 0.08704482808646452)	(7.0, 0.056417944130115895)	(8.0, 0.09671647565162725)	(9.0, 0.07979109241259248)	('>10', 1.3403291584054677)	('>50', 1.9496429550107195)	('>100', 6.49692925189806)	('>500', 1.1565678546673759)	('>1k', 0.9784483453422957)	('>5k', 0.0)	('>10k+', 84.17476667150248)
